Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Colombia,COL,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,1.56449,1.65303,..,..,1.97133,1.90744,..,1.49552,1.46927,1.83453,1.73639,1.58889,1.52805,1.67919,1.64809,1.64169,1.61093,1.58775,1.45803,..,..,..,..,..,..
Comoros,COM,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.63,..,..,..,..,..,..,..
Comoros,COM,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.27,..,..,..,..,..,..,..
Comoros,COM,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.45,..,..,..,..,..,..,..
Comoros,COM,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,0.90609,..,..,..,..,..,1.04657,..,..,0.78116,0.76475,0.66614,0.78445,0.70481,..,..,..,..,..,..,..,..,..
Comoros,COM,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,0.1732,..,..,..,..,..,0.64606,..,..,0.25398,0.22543,0.23213,0.21246,0.26498,..,..,..,..,..,..,..,..,..
Comoros,COM,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,1.02114,..,..,..,..,..,2.72992,..,..,1.58882,1.5555,1.31384,1.54674,1.38991,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.51,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.86,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.19,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,0.51444,..,..,0.29613,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,0.36596,..,..,0.45273,..,0.51669,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,0.50837,..,..,1.27019,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.62,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.97,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.8,..,..,..,..,..,..,..
"Congo, Rep.",COG,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,0.96791,..,..,0.75616,..,..,..,..,3.31765,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,0.81705,..,..,0.47569,..,..,..,..,0.67636,..,..,0.70545,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,1.13446,..,..,0.50033,..,..,..,..,1.92834,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,0.75531,..,..,..,..,..,..,..,..,..,..,..,1.28473,1.20299,..,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,0.27042,0.22627,0.36031,0.3461,0.54125,..,..,..,..,..,..,..,..
Cook Islands,COK,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,1.04808,..,..,..,..,..,..,..,..,..,..,..,0.97452,1.19565,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.33,..,..,..,..,..,..,..
Costa Rica,CRI,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.63,..,..,..,..,..,..,..
Costa Rica,CRI,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.48,..,..,..,..,..,..,..
Costa Rica,CRI,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,1.31261,1.48878,1.64972,..,1.36692,..,1.39583,1.46201,1.52383,1.8917,2.0906,2.1022,2.21588,2.30825,2.29745,2.38546,2.27101,2.31867,2.00142,2.409,..,..,..,..,..
Costa Rica,CRI,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.91104,0.92931,0.97339,..,0.92232,..,0.97085,0.97411,1.02775,1.14798,1.22191,1.26773,1.31709,1.40513,1.48937,1.57617,1.62922,1.72933,1.61459,1.56983,..,..,..,..,..
Costa Rica,CRI,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,2.1807,2.07417,2.19411,..,2.23298,..,1.82879,1.81582,1.94395,2.49392,2.78011,2.53911,2.61588,2.50666,2.49422,2.60909,2.41497,2.11571,2.0011,2.09278,..,..,..,..,..
Cote d'Ivoire,CIV,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.54,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.55,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.04,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,1.20981,..,..,..,..,..,1.22165,1.29256,1.35827,1.51547,1.5071,1.35367,1.56777,1.6023,1.70195,1.19496,1.21854,1.19531,1.1435,..,..,..,..,..,..
Cote d'Ivoire,CIV,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.81639,0.71258,0.70884,0.74189,0.83472,0.82115,0.87765,1.01786,1.03212,0.96784,1.01245,1.06995,1.15267,1.17737,0.96229,0.7493,0.86989,0.99022,0.45675,..,..,..,..,..,..
Cote d'Ivoire,CIV,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,1.53918,1.54872,..,..,..,..,1.83188,1.8719,1.87072,1.84296,1.9427,1.63681,1.84299,1.8576,1.78955,1.44681,1.76574,1.50333,1.53991,..,..,..,..,..,..
Croatia,HRV,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.15,..,..,..,..,..,..,..
Croatia,HRV,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.49,..,..,..,..,..,..,..
Croatia,HRV,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.31,..,..,..,..,..,..,..
Croatia,HRV,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.92132,..,0.73148,0.71674,0.69159,..,..,0.78521,0.94018,0.82789,0.77697,0.91954,..,0.99767,..,..,..,0.8633,..,..,..,..,..,..,..
Croatia,HRV,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.64654,..,..,..,..,..,..,..
Cuba,CUB,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,2.92492,3.04157,3.52432,..,3.66586,3.97696,3.52039,4.2748,4.13106,3.73328,3.73666,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,1.35383,1.42964,1.67865,..,2.23629,2.3291,2.07344,2.98098,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,2.6582,2.60436,3.23157,..,3.26132,3.20041,2.65502,3.57693,3.58206,3.34241,3.72731,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,1.67302,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,0.25888,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,1.35431,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.48,..,..,..,..,..,..,..
Cyprus,CYP,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.57,..,..,..,..,..,..,..
Cyprus,CYP,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.52,..,..,..,..,..,..,..
Cyprus,CYP,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,2.50928,2.57078,2.79083,3.05933,2.78355,2.82178,2.7752,2.75037,2.85576,2.9823,2.81416,2.78556,..,2.69303,2.71512,2.62179,2.524,2.40704,..,..,..,..,..,..,..
Cyprus,CYP,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.8547,0.65624,0.8056,1.41827,1.34702,1.43719,1.4893,1.46437,1.67981,1.85649,1.33843,1.33692,..,1.45239,1.34177,1.31395,1.28093,1.16082,..,..,..,..,..,..,..
Cyprus,CYP,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,1.37559,1.59413,1.65436,1.86415,1.68275,1.71658,1.75918,1.76801,1.86763,1.99593,2.0288,2.04799,..,1.98398,2.03292,2.044,2.01837,1.88125,..,..,..,..,..,..,..
Czechia,CZE,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.92,..,..,..,..,..,..,..
Czechia,CZE,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.95,..,..,..,..,..,..,..
Czechia,CZE,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.94,..,..,..,..,..,..,..
Czechia,CZE,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,1.81627,1.89168,2.01712,2.09071,2.03521,1.99624,1.99085,1.83759,1.80964,1.93486,1.85881,1.82905,1.8692,1.79462,1.7393,1.72534,1.62077,1.72334,..,..,..,..,..,..,..
Czechia,CZE,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.69284,0.72483,0.79436,0.85849,0.86333,0.81751,1.12586,0.98639,0.88779,0.96869,0.9159,1.10189,0.99561,0.87861,0.80018,0.77153,0.70379,0.70447,..,..,..,..,..,..,..
Czechia,CZE,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,0.66406,0.62863,0.63897,0.6499,0.60956,0.56494,0.57204,0.53699,0.5507,0.66372,0.65749,0.68735,0.71319,0.72651,0.74456,0.76881,0.73974,0.81212,..,..,..,..,..,..,..
Denmark,DNK,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.37,..,..,..,..,..,..,..
Denmark,DNK,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.52,..,..,..,..,..,..,..
Denmark,DNK,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.45,..,..,..,..,..,..,..
Denmark,DNK,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,2.97021,2.79178,2.81655,2.81086,2.86627,2.93893,2.85898,2.72703,2.6835,2.84643,2.95467,2.72383,2.74823,2.75367,3.05412,..,..,2.11539,..,..,..,..,..,..,..
Denmark,DNK,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,2.42541,2.6367,2.62652,2.43619,2.44787,2.31877,2.19391,2.22353,2.11598,2.33535,2.33923,2.36766,2.17101,2.28448,2.34259,..,..,2.45328,..,..,..,..,..,..,..
Denmark,DNK,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,1.69936,1.83256,1.85198,1.91133,1.88041,1.88071,1.83124,1.81373,1.80064,2.05787,2.0272,1.83275,2.15129,2.11283,2.0772,..,..,1.932,..,..,..,..,..,..,..
Djibouti,DJI,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,1.56627,..,1.67407,..,..,..,..,0.04545,0.03253,..,..,..,..,..,..,..,..
Djibouti,DJI,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,0.74086,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,1.45489,1.59837,1.59657,..,1.53056,..,..,..,..,..,1.68105,..,..,..,..,..,..,..,..
Dominica,DMA,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,1.32314,1.54096,1.40783,1.45302,..,5.05627,..,..,1.47833,..,..,..,1.79046,..,..,..,..,..
Dominica,DMA,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.30209,..,..,..,0,..,..,..,..,..
Dominica,DMA,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,1.67506,2.06139,1.58105,1.72947,1.70654,1.55113,..,..,1.56211,..,..,..,1.80834,..,..,..,..,..
Dominican Republic,DOM,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.11,..,..,..,..,..,..,..
Dominican Republic,DOM,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.48,..,..,..,..,..,..,..
Dominican Republic,DOM,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.29,..,..,..,..,..,..,..
Dominican Republic,DOM,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,0.27313,0.40865,..,0.36747,0.56563,0.66024,0.58889,0.59707,0.72363,1.25463,1.22923,1.24705,1.27364,1.5644,1.24822,1.14845,..,..,..,..,..
Dominican Republic,DOM,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,0.2975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,1.09213,1.20141,..,0.62039,0.91212,..,1.20104,0.92742,0.93713,0.95891,0.91716,1.11839,1.85289,1.81185,1.83447,1.87044,1.65521,1.77502,2.01311,..,..,..,..,..
Early-demographic dividend,EAR,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.04,..,..,..,..,..,..,..
Ecuador,ECU,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.32,..,..,..,..,..,..,..
Ecuador,ECU,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.18,..,..,..,..,..,..,..
Ecuador,ECU,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,0.39771,..,..,..,..,..,..,..,..,0.46616,0.47039,0.52646,0.52525,0.60933,0.60187,0.60541,0.6184,..,0.74582,..,..,..,..,..,..
Ecuador,ECU,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.05939,..,..,..,..,..,..,..,..,1.31183,1.61311,1.58125,1.60151,1.61402,2.12409,2.17512,..,..,..,1186147.6045,..,..,..,..,..
Ecuador,ECU,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,0.44067,..,..,..,..,..,..,..,..,1.57858,1.45984,1.54534,1.44645,1.54927,1.3526,1.16245,1.12532,..,1.26954,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.03,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.23,..,..,..,..,..,..,..
